imo,name,dwt
9272785,MARYLISA V,52428
9272773,ADMIRALTY SPIRIT,32263
9272761,LIESEL ESSBERGER,8571
9274329,STOLT VISION,25147
9274355,OCCITAN SKY,27001
9274460,WHITE BAY,52502
9274513,NORDIC BRASILIA,150939
9275397,MSC MANYA,43093
9275347,LALLA FATMA N'SOUMER,80920
9275335,ARCTIC VOYAGER,75485
9275323,S-BRILLIANT,48821
9275268,ANWAAR AFRIQYA,34656
9275256,ANWAAR LIBYA,34656
9275141,KRITON,73975
9275115,SC MARIGOT,16397
9275062,CAP BEATRICE,34317
9275050,CMA CGM PUERTO ANTIOQUIA,34300
9275048,GARDINER,34295
9275036,BOMAR JULIANA,34273
9274939,PACIFIC FRIEDA,52498
9274848,FREESIA SEAWAYS,14330
9274812,ERVIKEN,152146
9274666,FUREVIK,37082
9274549,SCOT STUTTGART,8184
9274537,SCOT FRANKFURT,8182
9274525,NORDIC RIO,151174
9272747,ELLEN ESSBERGER,8571
9272735,BOMAR QUEST,8501
9272668,STOLT ACER,29709
9270490,CHEMTRANS SEA,72365
9269960,LNG LOKOJA,83965
9269403,BIANCA AMORETTI,29524
9269271,GASCHEM SHINANO,7413
9269269,GASCHEM BALTIC,9157
9269207,GLOBAL ENERGY,34800
9268980,OMICRON NIKOS,75730
9268942,OAK HARBOUR,33745
9268928,OTAGO HARBOUR,33745
9268916,S-BRAND,33745
9268708,PONT-AVEN,4803
9268631,ACQUAMARINA,12004
9268485,CYCLADES,170050
9268473,AIGAION,170081
9268423,FURE FERDER,18736
9268291,OCEAN PRINCESS,8016
9267974,GAZ FIDELITY,8065
9267924,ONYX ARROW,21087
9267754,INDUSTRIAL ROYAL,10536
9267742,HR REVOLUTION,10581
9270440,XIN PU DONG,69303
9270646,SHIBA,30239
9272448,NERAIDA,55567
9270684,DAISY,29870
9272345,PARTAGAS,173880
9272230,CHIPOLBROK SUN,30435
9272228,LEOPOLD STAFF,30469
9272216,CHIPOLBROK MOON,30435
9272204,CHAMPION CONCEPT,47171
9272199,CHAMPION CONTEST,47171
9271925,WLADYSLAW ORKAN,30435
9271896,RAMONA,17592
9271884,FURE NORD,17653
9271585,CRESCENT MOON,150581
9271573,MONTE TOLEDO,150611
9271559,CAPE KORI,203277
9271511,FEDERAL DANUBE,37116
9271327,IBLEA,105845
9271248,ARCTIC PRINCESS,84878
9270919,MARINA K,32723
9270842,VILLE DE BORDEAUX,5291
9270737,KRITI,47999
9270696,KASHAN,29870
9260081,MOUNT OLYMPUS,39816
9260005,SEAMERCURY,39634
9295311,VALLE DI CORDOBA,40218
9250165,MTM YANGON,46818
9250737,KRITI BREEZE,151736
9250696,BOSPHORUS ASIA,32556
9250579,SSI PRIDE,48635
9250567,AMAR GLYFADA,31838
9250543,WONDER AVIOR,106162
9250464,MSC OPERA,6260
9250385,SIYANIE SEVERA,9120
9250220,MEDITERRANEAN HIGHWAY,17228
9250191,MERCHANT,75059
9250098,CONTAINERSHIPS VII,13965
9252307,VS REMLIN,34530
9250000,SUAR VIGO,4500
9249996,BOUZAS,4695
9249300,EMILIA,53098
9249295,OSHIMANA,50470
9249271,NOTA A,53098
9249207,BAL PEACE,19309
9249116,ELKA ATHINA,99990
9249104,ELKA VASSILIKI,94143
9249099,ELKA ARISTOTLE,94143
9250751,BOW FIRDA,37427
9250945,TURKAN SAYLAN,18721
9250995,DIMITRA C,74453
9251042,MOHAC,15503
9252199,XIN SHUN,75846
9252060,STAR,47465
9251822,WILLOWY,106500
9251781,SYN ACRAB,9328
9251779,PGC ARATOS,9329
9251743,VULCANO M,21297
9251717,MSC MAUREEN,85810
9251705,MSC FLORENTINA,85832
9251676,EBERHARDT ARCTIC,34578
9251664,SEYCHELLES PRIDE,32580
9251652,SEALING,32428
9251559,VALLERMOSA,40218
9251547,VALLE DI NAVARRA,42721
9251406,ROMOE MAERSK,34806
9251327,LISSA TOPIC,52089
9251315,GIOVANNI TOPIC,52300
9251183,GAZ AMARIS,7155
9251171,EPIC BURANO,7155
9251078,GOLD RIVER,32537
9249075,KRITI DIAMOND,166739
9249025,AEC DILIGENCE,31642
9248916,MEHMET KAHVECI A,18832
9247481,SEAMERIT,39441
9247388,APATYTH,24086
9247285,ATHINA III,73305
9247168,SIRI KNUTSEN,37494
9246712,MINNA,41780
9246700,INDEPENDENT QUEST,41743
9246621,PORTOVYY,77773
9246607,GRANDE AMBURGO,27492
9246592,GRANDE FRANCIA,26169
9246580,GRANDE NIGERIA,26169
9246578,CADIZ KNUTSEN,77228
9246566,WEC VAN GOGH,11408
9246554,ALLEGRO,11388
9246530,KATHERINE BORCHARD,11376
9246451,PORT CAPRI,46256
9246346,0203 ELIZABETH,34422
9246322,SL TWEETY,34418
9246308,SINGAPORE SPIRIT,32259
9246152,XANTHIA,17031
9246102,MSC LIRICA,6561
9247390,NEVERLAND,105411
9247508,HANS SCHOLL,40250
9248801,SEACROWN I,40039
9247510,PASCAL PAOLI,9304
9248796,SEAEXPLORER,39975
9248564,NASSAUBORG,20530
9248540,ANVIL POINT,13274
9248538,HARTLAND POINT,13274
9248526,CAPRI,172579
9248447,GRENA KNUTSEN,148553
9248409,SEOUL SPIRIT,159966
9248124,CMA CGM PUGET,58548
9247936,GRANDE ROMA,14483
9247924,GRANDE NAPOLI,14565
9247819,NICE,44639
9247807,CLIPPER STAR,44807
9247766,ATHENS GLORY,81171
9247754,MSC DARDANELLES,81171
9247742,MSC BOSPHORUS,81171
9247730,MSC APOLLO,81171
9247728,MAUD,1184
9247584,GRAND MERCURY,19121
9247572,GRAND PIONEER,19120
9252228,SPLENDID ACE,19893
9252400,KRITI SEA,47045
9259991,BALTIC WAVE,37300
9256028,INCA,68439
9256432,BIT POWER,6719
9256420,BIT FORCE,6319
9256365,DURANDE,23579
9256327,SUDEROOG,16939
9256315,NORDEROOG,16921
9256212,COLOMBO,38638
9256200,FUWAIRIT,74067
9256066,LIGOVSKY PROSPECT,114639
9256054,NEVSKIY PROSPECT,114597
9255983,BATTERSEA PARK,19949
9252424,SUBARNAREKHA,76015
9255880,ALFA ITALIA,105588
9255878,EKFORS,13702
9255854,MILAHA RAS LAFFAN,73705
9255842,NAFTILOS AN,37379
9255828,SCOT BAYERN,8234
9255816,SCOT MUNCHEN,8266
9255804,SCOT BERLIN,8254
9255787,ENERGY,9368
9255775,ENCOUNTER,9335
9256470,MSC QINGDAO,105162
9256482,GSL NINGBO,105431
9256597,BERGE ARZEW,77470
9256793,METHANE KARI ELIN,73989
9259927,FRESIA,37320
9259915,AZAHAR,35648
9259898,PINK CORAL,49474
9259836,CMA CGM TANGER,13702
9259707,MARIANNA V.V.,84999
9259680,SANTA CRUZ I,84999
9259513,PRIMULA SEAWAYS,14012
9259501,PETUNIA SEAWAYS,10407
9259496,MAGNOLIA SEAWAYS,10407
9259317,FEDOR,70156
9259276,MADRID SPIRIT,77213
9258985,ONEGO RIO,10300
9258612,THELMA VICTORY,47171
9258600,AGNES VICTORY,47122
9258557,ADASTRA,46493
9258349,NEW ISLAND,47304
9258026,SEA HORIZON,47149
9258014,NOSTOS,47147
9257395,GASCHEM AACHEN,38427
9255737,ENFORCER,9450
9255684,MINERVA ZOE,105330
9255622,KELLY,9857
9253715,METHANE PRINCESS,77707
9253296,NORTHERN DECENCY,48847
9253260,CENTURY,8077
9253258,BALTIC,39550
9253246,ANGI,37211
9253234,BERENIKE,39575
9253222,GEMMATA,72727
9253210,GRANDE BUENOS AIRES,26169
9253208,GRANDE SAN PAOLO,26169
9253143,LILA MUMBAI,29912
9253129,BENTLEY I,40081
9253026,CARDONIA,39383
9252955,ARIEL,71498
9252943,ELAN VITAL,71522
9252876,NADJA,8198
9252864,MARINA,8192
9252802,CONESTE,11193
9252797,AVERA,11188
9252785,BF ESPERANZA,11170
9252735,INDEPENDENT VISION,42200
9253325,GOLD SUN,105651
9253727,TORONTO EXPRESS,47840
9255517,SEYCHELLES PIONEER,37500
9253739,OOCL MONTREAL,47840
9255490,SEARAY,32310
9255488,SEAHAKE,32464
9255282,FUTURA,25084
9255062,SALVADOR,31770
9255050,SINGAPORE,31759
9254989,POLES,50341
9254953,NAPA SPIRIT,10790
9254941,CORAL SHASTA,10770
9254733,HELEN A,55180
9254654,STAR JAPAN,44837
9254642,STAR JUVENTAS,44837
9254630,ELPIDA GR,52579
9253870,OSAKANA,54241
9253868,OKIANA,54200
9253856,OPTIMANA,54683
9253832,RIPLEY PRIDE,76858
9253820,CLIPPER MOON,44822
9253777,ALICUDI M,40083
9253741,MONTREAL EXPRESS,47840
9275763,FREIGHT MARGIE,70313
9275957,MANASOTA,170903
9275969,AMAZON BEAUTY,72910
9289087,MSC BUSAN,104904
9289544,CSL ATLANTIC,66939
9289532,APOLLON,53148
9289518,AJAX,53095
9289192,MAERSK YORKTOWN,28897
9289180,SAFMARINE CAMEROUN,28936
9289128,MSC MAEVA,105007
9289116,MSC RITA,104849
9289104,MSC LUCY,104954
9289099,MSC BEIJING,105034
9289063,PINARA,23287
9290505,BASILIS L,37371
9289013,SPAR LYRA,53565
9288954,MARINER A,40099
9288942,VALLE DI NERVION,40218
9288916,CAPT THANASIS,40354
9288887,NORDIC FREEDOM,159331
9288863,SEAQUEEN,115639
9288851,CARLTON,115635
9288837,CHAMPION TIMUR,47210
9288825,WENCHE VICTORY,47210
9289556,CSL MANHATTAN,66633
9289738,HIGH VALOR,46994
9289752,RIVER SHINER,73788
9289908,LAKE TAUPO,12600
9290476,MAERSK KOWLOON,93545
9290464,SEAMAX NORWALK,93541
9290414,OOCL ST. LAWRENCE,67255
9290397,KRITI VIGOR,159156
9290373,BESIKTAS BOSPHORUS,163750
9290361,SEAOATH,105472
9290359,OTTOMAN NOBILITY,152622
9290335,AEGEAN DIGNITY,159081
9290323,AEGEAN ANGEL,159092
9290311,BRYANSTON,105784
9290282,MSC RACHELE,101874
9290232,KAVO AETOS,52384
9290177,VERA D,22513
9290165,VICTORIA,22506
9290139,CSCL BRISBANE,50748
9290103,CSCL SYDNEY,50869
9290074,ELBA,10683
9290048,BF AYITA,10385
9289972,MSC TUXPAN,68017
9288813,CHAMPION ENDURANCE,46803
9288796,LUCKY LADY,37432
9288772,DIDIMON,37432
9287900,MSC MARIA CLARA,68150
9287716,FENJA,8658
9287704,RS LISA,8707
9287687,ANNAMARIE,8645
9287584,FLORENCIA,7499
9287417,GRANDE ANVERSA,12420
9287340,UBC STAVANGER,31751
9287314,MANISA VERA,13777
9287297,CHEM TIGER,20622
9287194,JUPITER,77171
9286920,BALTIA,75776
9286906,NAVIOS ANTHOS,75798
9286889,CHAILEASE GLORY,76633
9286865,NAVIOS ORBITER,76602
9286827,EKEN,13702
9286798,MARAN INNOVATION,171681
9286786,AS PETRONIA,34282
9286774,AS PAULINA,34287
9286633,PROTEFS,73630
9286621,TRAMP LADY,76294
9287807,VOHBURG,9296
9287924,MSC VERACRUZ,68042
9288760,SUNNY VICTORY,46803
9287998,JIA HE,53688
9288746,SEABORN,105042
9288734,SEABRAVERY,105042
9288722,DELTA SAILOR,111004
9288710,DELTA CAPTAIN,111009
9288708,DELTA VICTORY,111006
9288693,DELTA PIONEER,111013
9288485,NEWSEAS JADE,52409
9288473,GLORY,76508
9288461,GORGOYPIKOOS,76498
9288435,AQUA LADY,76492
9288356,ENERGY CHAMPION,70681
9288344,SEALUCK II,55452
9288332,SEABOSS,55426
9288291,FEDERAL SAKURA,32583
9288289,UACC HARMONY,45913
9288239,AC SPLENDOR,32740
9288057,SUOMIGRACHT,23660
9288045,STATENGRACHT,21250
9288021,TORM HELVIG,46187
9290488,BALTIC BRIDGE,93570
9290517,LISCA BIANCA M,40000
9275971,MSC MARINA,85806
9293545,ASPHALT CARRIER,9230
9293894,FIRMAMENT ACE,17713
9293753,CONTI CORTESIA,106912
9293674,OSIRIS,53589
9293650,LIBERTY ACE,19106
9293648,PARADISE ACE,19080
9293624,TOLEDO,21965
9293612,TORRENS,21965
9293595,EUPHONY ACE,18944
9293583,SFL COMPOSER,18881
9293521,MIRACULOUS ACE,19381
9290531,MSC PAMELA,117063
9293519,MARVELOUS ACE,19401
9293466,CSL SOPHIE,65006
9293442,MSC SHRISTI,64989
9293428,ARTEMIS SEAWAYS,11636
9293416,ASSOS SEAWAYS,11636
9293404,NURAGHES,5000
9293337,CASTILLO DE TRUJILLO,36882
9293272,GRANDE DETROIT,12420
9293179,MSC MIRELLA,64513
9293909,SFL CONDUCTOR,17709
9293923,FEDERAL KATSURA,32594
9293961,FUTURA,40085
9293973,LIBERA,40102
9295268,CHICAGO EXPRESS,103691
9295256,KYOTO EXPRESS,103890
9295244,COLOMBO EXPRESS,103800
9294977,NOVA,10649
9294836,QUEBEC EXPRESS,52600
9294824,POHORJE,52683
9294484,MINOAN DIGNITY,76801
9294408,MAERSK LAUNCESTON,62994
9294393,SAFMARINE NOKWANDA,63150
9294381,SAFMARINE NOMAZWE,62994
9294379,LARS MAERSK,62994
9294288,RUNDEMANEN,34614
9294276,G BRIGHT,19931
9294226,VOLCAN DE TIRAJANA,710
9294202,RAINBOW,52050
9294185,CMA CGM VALPARAISO,39418
9294123,PRINCE I,39999
9294020,JPO GEMINI,33648
9293997,ASTREA,40158
9293167,MSC RONIT R,64519
9293117,BARI,159186
9293088,DELFT SEAWAYS,6164
9291597,YM JUPITER,15995
9291418,THOR,76838
9291406,THEODOR OLDENDORFF,77171
9291391,THOR MAXIMUS,55695
9291262,MATTERHORN SPIRIT,114834
9291250,ALMI STAR,114880
9291224,GAZ INTERCEPTOR,6539
9291121,KAVO ALKYON,75409
9291066,HAI XING,16882
9290957,TORM SIGNE,72718
9290933,NORDIC LUNA,150037
9290921,EVROS,47120
9290892,ELIZABETH RIVER,55955
9290830,BLUE TRADER,37270
9290828,BYRON,37252
9290658,TORM REPUBLICAN,46920
9290608,CHAMPION EBONY,46938
9290593,BULK CHINA,176274
9290579,TORM RAGNHILD,46187
9290543,MSC SUSANNA,117095
9291456,MTM ANTWERP,20704
9291640,ARTEMIS,53039
9293076,DUNKERQUE SEAWAYS,6160
9291779,AGIOS NIKOLAS,76390
9292943,X-PRESS MONTE CERVINO,8505
9292840,VALTAMED,158609
9292761,LIBRAMONT,29328
9292618,ANASTASIA,75331
9292591,GEA,40095
9292577,KRITI EMERALD,50375
9292515,ERIK SPIRIT,115525
9292503,HELGA SPIRIT,115515
9292436,AS FREYA,17266
9292280,MELORIA,40157
9292278,VALLE DI GRANADA,40218
9292204,ADYGEYA,105926
9292199,BESIKTAS DARDANELLES,163750
9292163,FRONT FORCE,305442
9292125,KONRAD,23679
9292113,SOMBEKE,29213
9292060,TAVRICHESKY BRIDGE,46697
9292034,TOWER BRIDGE,47199
9291963,BBC CAMPANA,12837
9286607,KAVO YERAKI,82926
9286592,THALASSINI,82977
9286566,YASA NESLIHAN,82849
9279812,NEPTUNE KOPER,14650
9280809,REN JIAN 19,55495
9280770,ANNA SMILE,74823
9280639,CMA CGM ROSSINI,73235
9280615,CMA CGM MOZART,73235
9280366,CONFIDENCE,71024
9279989,MSC STELLA,85680
9279977,MSC POH LIN,66786
9279965,MSC FABIENNE,66694
9279836,OMEGA,48821
9279783,MARITSA,76015
9286554,CHEM ANTARES,19817
9279733,SEA HERMES I,45879
9279551,SEA BRAVE,28657
9279537,TOPAZ,75499
9279484,STARLIGHT,75611
9279367,SILVER LADY,50329
9279331,GRAND AURORA,18381
9279329,GRAND DOLPHIN,18369
9279202,ANGELINA AMORETTI,23740
9278923,LILA,28678
9281267,MSC ORNELLA,68372
9281279,MSC LISA,68578
9281281,VICTORIA I,4930
9281322,VOLCAN DE TAMASITE,3500
9282479,MAGNUS,114809
9282390,YUANPING SEA,55646
9282388,YUANNING SEA,55580
9282364,TATLISU,8521
9282338,SAROS B,11443
9282170,MICHELANGELO TRADER,12890
9282168,BOSTON TRADER,12930
9282053,ESTHER SPIRIT,115444
9282041,AXEL SPIRIT,115392
9281968,VELVET ROSE,49416
9281920,MTM POTOMAC,49999
9281578,LOUKAS I,45568
9281566,MARKOS I,45592
9281516,KAREWOOD BRAVE,6315
9281504,KAREWOOD GLORY,6315
9281499,KAREWOOD PRIDE,6315
9281487,SILVER LION,6315
9281437,MARIETTA,73641
9281334,VOLCAN DE TIMANFAYA,3500
9278882,STELLA ISLAND,52544
9278870,APAGEON,52483
9278868,WEST BAY,52532
9277644,KANG HUAN,52810
9277474,SASSY SOFIA,32759
9277400,OLAND,8635
9277395,CANDELARIA B,8627
9277383,TINA,8634
9277371,TERNVAG,14803
9277345,JUTLAND,7750
9277333,BOCS AFRICA,7701
9277321,SMALAND,7707
9277319,JAMTLAND,7250
9277292,INDUSTRIAL RUBY,10538
9277280,FWN RANGER,10508
9276743,AGIA MARINA,29721
9276597,MINERVA LISA,103755
9276585,MINERVA ROXANNE,103560
9276573,MINERVA ELEONORA,103622
9276561,MINERVA HELEN,103643
9276389,ARCTIC DISCOVERER,75485
9276341,X-PRESS MONTE BIANCO,8496
9276016,SURFER ROSA,46719
9277632,KANG MAN,52818
9277656,ANASTASIA S,52808
9278806,GUTIAN LOYAL,52686
9277735,HOUSTON STAR,74999
9278791,FEDERAL NAKAGAWA,36489
9278777,KANG YAO,52988
9278765,KANG YU,52988
9278727,GINGA LION,26196
9278715,GINGA TIGER,26197
9278698,CARIBBEAN STAR,46383
9278662,BLAAMANEN,33573
9278430,PANAMAX BREEZE,76343
9278428,ATLANTIC B,76267
9278234,COLOR FANTASY,6133
9278143,MSC ELENI,68254
9278090,YM FOUNTAIN,68280
9278064,MTM HUDSON,51319
9278052,MTM COLORADO,51319
9277943,CLIPPER SKY,44617
9277826,AMBER ARROW,21120
9277814,RCC AFRICA,21214
9277802,RCC AMERICA,21182
9277785,TORM EMILIE,74999
9282481,PIPER,114809
9282493,TARTAN,113782
9282510,DYLAN,46874
9285615,MORNING CALM,21005
9285471,MSC TIANJIN,105528
9285407,TULPAR,34790
9285354,UBC TAMPICO,37821
9285328,VERONICA PG,10632
9285146,WARMIA,38981
9285134,PODHALE,38981
9285122,MAZURY,38981
9285110,PLACID SEA,55604
9285108,NEW LIULINHAI,55676
9285079,KANG SHUN,55566
9285029,KUJAWY,38890
9285017,KANG CHENG,55541
9285005,OOCL ATLANTA,105337
9284908,STAR EMILY,76417
9284893,NAVIOS ALEGRIA,76466
9284843,JAEGER,52483
9284776,GRAND PAVO,18376
9284764,GRAND PHOENIX,18383
9284752,LYRA LEADER,21453
9285495,HOEGH SEOUL,27178
9285627,MORNING CHAMPION,21106
9284726,SHANDONG WEIHE,45898
9285639,MORNING COURIER,21053
9286449,MSC HOGGAR,11656
9286437,IVER AGILE,5765
9286281,KAVERI SPIRIT,159100
9286267,SEAMAX GREENWICH,101847
9286231,CONTI EVEREST,101661
9286059,BALTIC SUN II,37305
9286047,GIANNUTRI,37299
9285988,EUROPE,101612
9285952,LUSAIL,78489
9285940,JOHANNA G,37228
9285938,ISABELLE G,37193
9285861,MINERVA IRIS,103124
9285859,WONDER BELLATRIX,115341
9285847,WONDER SIRIUS,115340
9285835,WONDER POLARIS,115340
9285691,MSC VANCOUVER,93638
9285689,GSL KALLIOPI,93728
9285665,MSC YOKOHAMA,93659
9285641,MORNING CROWN,21053
9284740,CENTAURUS LEADER,21471
9284702,FEDERAL KUSHIRO,32762
9282558,HIGH PRIORITY,46847
9283784,LEONORA VICTORY,46889
9283693,AS PALINA,34567
9283679,RES COGITANS,74999
9283629,PGC ASPROPYRGOS,72854
9283617,PGC IKAROS,72829
9283540,LAKE ERIE,27781
9283538,LAKE ONTARIO,27783
9283306,VENICE A,109637
9283239,MONTE VERDE,65005
9283203,MONTE PASCOAL,65066
9283198,MONTE OLIVIA,64730
9283186,MONTE CERVANTES,64963
9283007,ARTABAZ,33853
9282998,ALABAMA STAR,72514
9282948,NIMET TORLAK,18820
9282924,MTM GIBRALTAR,20810
9282821,HOPE A.,40095
9282780,TEAM CHALLENGE,28710
9282625,PGC COMPANION,72825
9282613,PELAGIANI,35313
9283710,TORM HORIZON,46955
9283796,DELPHI,37432
9284697,STOLT ENDURANCE,32858
9283863,CAPRICORNUS LEADER,20120
9284647,BIT OKTANIA,13602
9284544,SSI AVENGER,52949
9284520,STAR HARMONY,52980
9284477,STAR ZETA,52994
9284439,GIULIA IEVOLI,13776
9284374,NORDIC JOSEPHINE,74045
9284362,AFRICAN HAWK,27101
9284300,SSI CHALLENGER,56042
9284271,BULK ARA,177640
9284269,BAKER RIVER,56006
9284192,ARCTIC LADY,84878
9284025,RHOURD ENOUSS,44399
9284013,ALRAR,44451
9284001,PORT PEGASUS,32773
9283978,STENBERG,16600
9283966,ABB ELKE,12672
9283954,ABB BENTJE,12786
9283899,TANAIS DREAM,28611
9283875,PHOENIX LEADER,20146
9479979,CHEM STREAM,19998
9323857,BASILUZZO M.,12412
9480136,GOTLAND,17409
9748904,GASLOG HONG KONG,92266
9749374,OTTO H,25161
9749362,WILLARD J,25161
9749350,LINUS P,25161
9749348,MARIE C,25161
9749336,LOUIS P,25161
9749324,ALFRED N,25161
9749300,IONIC PRIDE,84992
9749269,STH KURE,60309
9749257,STH TOKYO,60309
9748849,MANA,63408
9750402,HANNES OLDENDORFF,208962
9748801,SHANDONG FU YI,81784
9748760,MELODY FAIR,60280
9748734,SEALADY,60436
9748710,SIGAIA THERESA,12661
9748681,NORDIC SPACE,157587
9748679,NORDIC STAR,157737
9748497,INDIGO JUGEM,61254
9748459,RED COSMOS,61263
9749386,MTM NEW YORK,36068
9749489,APACHE,158594
9749491,CHEROKEE,158594
9749506,SPEEDWAY,158594
9750244,PAN EUROPE,88613
9750062,FAITHFUL WARRIOR,149992
9750050,DILIGENT WARRIOR,149992
9750048,EL MATADOR,63379
9750024,GREEN ZEEBRUGGE,3121
9749960,SINLAU BULKER,34485
9749829,CORATO,81677
9749805,SNOW PLOEG,19999
9749790,STAR PLOEG,19998
9749697,RADIANT RAY,19974
9749685,FAIRCHEM KATANA,19980
9749594,GLOVIS SPRING,19638
9749582,GLOVIS SIRIUS,19638
9749570,GLOVIS STELLA,19638
9749568,GLOVIS SUN,19638
9749556,BALLA,113293
9749544,DONG-A MAIA,113364
9749532,DONG-A THETIS,113284
9749518,RUNNER,158594
9748435,IRIS K,37806
9748409,CS JENNA,37713
9748382,KEN MOONYS,37488
9747510,FENG MAO HAI,63413
9747417,IONIC UNITED,60425
9747390,STH ATHENS,60508
9747352,PTI DANUBE,49999
9747340,PTI HUANG HE,49999
9747338,PTI NILE,49999
9747314,CL TAIZHOU,81119
9747302,CL LIANYUNGANG,81058
9747297,ASIA CONFIDENCE,81129
9747247,HAMBURG PEARL,39359
9747156,WOODY,37359
9747120,NORD OCEANIA,49996
9747106,LIAN XI HU,49999
9747053,HELGA BULKER,34483
9746970,HANZE GENUA,35000
9746786,CORINTHIAN,6424
9746774,ECO NICAL,6407
9746712,NORD GEMINI,81870
9746700,BULK HOLLAND,81712
9746683,ECO ARCTIC,26798
9747508,FENG XIU HAI,63409
9747522,FENG HE HAI,63244
9748370,SHARP ISLAND,61244
9747534,FENG LI HAI,63424
9748291,DONINGTON,18241
9748289,BROOKLANDS,18322
9748277,PANDA,34960
9748265,PUMA,34979
9748241,BEKS MUNEVVER,63518
9748239,BEKS CEYDA,63592
9748227,BW VAR,54523
9748071,AFRICAN LOON,61255
9748069,ULTRA TRUST,61225
9748045,MG HAMMOND,84858
9748033,CRIMSON KINGDOM,84860
9748007,PALANCA CADIZ,14911
9747998,PALANCA RIO,14911
9747986,TERN OCEAN,14827
9747974,TERN SEA,14878
9747687,NAUTICAL MADISON,63372
9747651,FERASET,26355
9747558,JING LU HAI,77927
9747546,JING JIN HAI,77872
9750311,SPRING PROGRESS,82055
9750440,DAWN,63561
9746619,MILOS,157525
9754915,RILA,41536
9755658,ECO FREEZE,26417
9755646,ECO ICE,26798
9755476,CRAMOND ISLAND,57381
9755464,HONEY ISLAND,57381
9755191,MSC ERICA,200148
9754991,NEW LONDON EAGLE,63140
9754965,MSC REEF,200148
9754953,MSC DITTE,200148
9754927,ROJEN,41550
9754903,RUEN,41607
9750464,BBC SONG,12337
9754446,SIGYN W,12100
9754434,SIF W,12264
9754422,FREYJA W,12000
9754410,FRIGG W,12100
9754161,INTERLINK ETERNITY,39094
9754082,INTERLINK AFFINITY,39046
9753791,BOW AQUARIUS,40900
9753698,NAVIG8 TOURMALINE,49513
9753674,HAFNIA TURQUOISE,49516
9755672,UNITED HARMONY,38494
9755725,THE JUDGE,36681
9755816,MEDI SYDNEY,81788
9755842,PEGASUS,34958
9757230,YM WELLSPRING,146749
9757216,YM WISDOM,146749
9757187,MILANO BRIDGE,146931
9757008,ELLIREA,60263
9756743,NAVIOS FELIX,181221
9756731,MSC CARLOTTA,119159
9756729,MSC AVNI,119159
9756626,DESERT HARRIER,60447
9756274,MANOLATES,49999
9756250,MAESTRO SAPPHIRE,39830
9756248,STAR LAETITIA,207858
9756107,SEATRADE BLUE,26871
9756092,SEATRADE WHITE,26974
9755957,MSC ELOANE,201792
9755945,MSC INGY,202347
9755933,MSC DIANA,202036
9755921,AUSTRALIAN BULKER,36228
9755919,ASIAN BULKER,36228
9755866,AVRA.GR,34930
9753545,PRUDENT WARRIOR,149992
9753387,STRATEGIC FORTITUDE,37829
9753363,ANTIGUA I,149996
9751327,NING JING HAI,63573
9751303,AN DING HAI,38801
9751298,FU XING HAI,38801
9751286,JIAN GUO HAI,38767
9751248,SUNISA NAREE,63345
9751224,SAVITREE NAREE,63016
9750971,NAOMI,181031
9750921,BERGE GROSSGLOCKNER,211182
9750830,TRUE COURAGE,182644
9750816,NEW FUTURE,182598
9750749,GEORGIY USHAKOV,96796
9750737,VLADIMIR VORONIN,96840
9750725,NIKOLAY YEVGENOV,96821
9750713,RUDOLF SAMOYLOVICH,96703
9750701,VLADIMIR RUSANOV,96844
9750696,EDUARD TOLL,96840
9750672,YAKOV GAKKEL,96839
9750660,NIKOLAY URVANTSEV,96779
9750658,VLADIMIR VIZE,96851
9750579,VESTVIND,10238
9751315,DE SHENG HAI,38821
9751339,NING YUE HAI,63562
9753301,BEIRA,40145
9751341,NING TAI HAI,63475
9753296,NINGHAI,40064
9753284,BERGE GALDHOPIGGEN,38800
9753272,NEWCHANG,40101
9753260,SUMATRA,38943
9753208,MEIN SCHIFF 6,7900
9753193,MEIN SCHIFF 5,7900
9752797,ALFA ALANDIA,106324
9752656,XIANG HE KOU,48163
9752412,DARYA JAYA,63584
9752278,ETHANE CRYSTAL,59087
9752151,ARMONIA A,82085
9752101,SHTURMAN OVTSYN,41551
9752046,BOW HERCULES,40847
9752034,BOW GEMINI,40895
9752022,SC DRACO,40924
9752010,BOW CAPRICORN,40929
9751573,XIN GUANG HUA,98370
9751377,XIU YU HAI,38836
9751365,LV SONG HAI,38863
9746621,POLIEGOS,157540
9746279,LARGO SEA,49990
9757785,NADESHIKO,84852
9739240,MARAN FUTURE,179318
9739800,GAIA DESGAGNES,17999
9739692,MAERSK GIBRALTAR,119130
9739680,MAERSK GENOA,118908
9739329,STOLT MERCURY,27500
9739317,STOLT MAGNESIUM,27500
9739305,STOLT COBALT,27500
9739290,STOLT BISMUTH,27500
9739288,STOLT ARGON,27500
9739264,HAFNIA SPICA,25268
9739018,CAPRICORN ONE,181319
9741372,ONE BLUE JAY,139335
9738947,LOWLANDS AMSTEL,61177
9738909,INDIAN OCEAN,37490
9738818,NAVIOS SPHERA,84872
9738806,DOUBLE DELIGHT,95522
9738791,TR INFINITY,77113
9738789,SANTA IRINI,77119
9738739,GLORIOUS MAHUTA,37775
9738674,INTERLINK AMENITY,38640
9738466,VICTORIA,61613
9739812,RAMANDA,17999
9739824,THUN VENERN,17999
9739836,FURE VALO,17999
9740079,OCEAN AMBITIOUS,63577
